2005 2 111 3 17.812416.8812115.41 10.831.68 7 11.0120 .33 1.1 1.5 F 13B 14011103.P05
2005 2 111 4 40.252416.0512149.32  9.851.13 4 19.6243 .08  .9  .8 F  8D 14011104.P05
2005 2 11115 40.952415.6512146.57  8.991.82 9 18.9204 .15  .9  .6 F 14D 14011115.P05
2005 2 11116 59.272418.0712145.99 12.701.93 9 14.3198 .31 1.4  .9 F 16D 14011116.P05
2005 2 11117 51.272419.2912147.08 12.201.27 4 12.6308 .09 1.7  .5 F  8D 14011116.105
2005 2 11119 41.912253.6312039.80 11.631.7610 16.7113 .18  .8  .9 F 18B 14011119.P05
2005 2 11120 53.542416.3712147.42  9.262.6818 17.9197 .23  .7 1.4 F 30D 14011120.P05
2005 2 11133 16.412335.9912036.63  7.541.61 9  6.9134 .10 1.2 1.1 F 12B 14011132.P05
2005 2 11150 52.132416.2512145.06 12.041.61 6 17.4239 .30 1.8 1.2 F 12D 14011150.P05
2005 2 11156   .3823 2.37121 7.09 10.991.7910 19.5115 .39 1.0 1.5 F 17B 14011155.P05
2005 2 11157  5.472257.4212114.74 16.191.52 7 20.0191 .08  .4  .8 F 10D 14011155.105
2005 2 11159  8.472417.9612141.98  6.561.42 5 14.8271 .18 1.7 1.3 F  9D 14011158.P05
2005 2 112 4  5.032423.0312150.16 11.891.35 7 10.8242 .19 1.9  .8 F 11D 14011203.P05
2005 2 112 5  2.842417.7012146.82 10.861.79 5 15.3279 .16 1.4 1.1 F  9D 14011203.105
2005 2 11214  9.202416.1112147.66 10.691.49 7 18.5247 .13  .8  .9 F 13D 14011213.P05
2005 2 11218 34.622416.9612147.61 11.301.53 8 17.0213 .19 1.2 1.3 F 13D 14011218.P05
2005 2 11224 23.292415.2412148.50 10.091.73 6 20.5289 .20 1.8 1.9 F 11D 14011224.P05
2005 2 11229 20.022417.9912142.62  8.561.34 6 14.5272 .14 1.0  .7 F 10D 14011229.P05
2005 2 11235 30.072423.4912156.11 15.071.27 7 20.1259 .33 1.8 1.3 F 13D 14011235.105
2005 2 11236  3.752231.9612119.54 15.902.8024 30.7153 .25  .6  .5 F 41C 14011235.P05
2005 2 11238  1.452415.8612145.97 14.191.54 5 18.3283 .17 1.4 1.4 F  9D 14011235.205
2005 2 11242 17.152420.7412152.88 16.651.63 8 16.9256 .26 1.8  .7 F 14D 14011241.P05
2005 2 11242 57.292447.7912157.77  5.561.58 6 23.7240 .31 1.9 1.6 F  9D 14011241.105
2005 2 11246 57.792415.4812147.03  9.282.06 9 19.4208 .22  .6 1.3 F 17C 14011246.P05
2005 2 11252 35.882225.4412055.90 16.061.88 5  8.2194 .14  .4  .2 F 10C 14011252.P05
2005 2 113 5 57.132233.1212115.78 28.922.09 7 25.4236 .16 1.6 1.5 F 12D 14011305.P05
2005 2 11319 26.182424.06122 1.78  8.471.64 6 29.4312 .19 1.3  .8 F 12D 14011319.P05
2005 2 11324 37.9424 9.75121 3.38  5.101.70 8 13.9172 .36 1.5 1.6 F 13C 14011324.P05
2005 2 11327 14.152417.0712143.45  4.231.57 5 16.0276 .29 1.2 2.1 F 10C 14011327.P05
2005 2 11333  4.902417.7512145.95 12.772.11 9 14.9202 .32 1.3 1.0 F 17D 14011332.P05
2005 2 11340 46.772240.1612049.48  8.551.69 5 15.6121 .14  .4  .8 F 10B 14011340.P05
2005 2 114 8 17.812429.7412148.87 17.561.80 5 10.6209 .05  .3  .4 F  9D 14011408.P05
2005 2 11421 15.822257.0512114.93 22.001.59 8 20.3175 .21  .5  .6 F 14C 14011421.P05
2005 2 11450  3.622419.0112147.28 14.131.87 7 13.2205 .27 1.5 1.2 F 13D 14011449.P05
2005 2 11456 55.652332.1412035.24 16.191.55 6 11.5157 .13  .8 1.0 F 11C 14011456.P05
2005 2 11544 41.212415.8112146.55 10.262.1612 18.6204 .19  .7 1.2 F 23D 14011544.P05
2005 2 11558 16.212415.3812147.05 14.221.62 7 19.5214 .16  .8  .8 F 12D 14011557.P05
2005 2 116 7 18.692420.5412147.68 12.221.68 7 11.0237 .19 1.2  .6 F 12D 14011607.P05
2005 2 11615 10.872417.4612145.29  8.254.4363 15.2168 .38  .5  .4 F109C 14011614.P05
2005 2 11616 35.232415.9012146.78  9.643.1214 18.5199 .31  .7 1.5 F 23D 14011614.105
2005 2 11617  2.472421.2812148.11 12.022.49 7 10.2237 .15 1.0  .4 F 12D 14011614.205
2005 2 11617 10.842419.4312148.54 14.992.49 8 13.5211 .13  .9  .4 F 12D 14011614.305
2005 2 11621 22.042419.9412146.34 14.521.88 7 11.1196 .21 1.3  .9 F 13D 14011620.P05
2005 2 11622 10.512418.1712149.14 11.591.77 6 16.0283 .22 1.7 1.3 F 12D 14011620.105
2005 2 11622 45.342421.5812151.31 13.671.25 5 13.9249 .24 1.8 1.4 F 10D 14011620.205
2005 2 11623  8.162420.4412153.78  8.531.26 4 18.5310 .24 2.4 1.6 F  7D 14011620.305
2005 2 11623 11.122416.1712145.92  9.731.52 5 17.8284 .32  .8 1.5 F 10D 14011620.405
2005 2 11623 36.612444.47122  .32  6.412.01 8 21.6241 .22 1.4 1.1 F 13D 14011620.505
2005 2 11624 20.162420.8912147.23 13.041.42 5 10.0297 .13 1.0  .6 F 10D 14011620.605
2005 2 11632 47.012416.4512145.61 12.371.81 8 17.1204 .25 1.3  .9 F 15D 14011632.P05
2005 2 11637 47.522334.2612041.00 17.571.7410  3.0105 .16  .7  .6 F 19B 14011637.305
2005 2 11638 37.822421.7712152.86  9.491.28 4 16.0303 .06  .5  .5 F  8D 14011637.205
2005 2 11639 43.062419.8812148.10 14.981.84 7 12.4204 .23 1.3  .9 F 14D 14011637.P05
2005 2 11640 22.512416.0512149.92 10.721.65 6 20.1289 .23 1.8 1.7 F 12D 14011637.105
2005 2 11648 57.202410.07122 8.38 23.022.7929 49.7223 .36 1.2  .8 F 47D 14011648.P05
2005 2 11649 21.892415.8512145.76 12.051.89 7 18.3206 .11  .6  .8 F 14D 14011648.105
2005 2 11650 26.782416.5912144.82 14.591.91 9 16.8196 .32 1.3 1.5 F 16D 14011648.205
2005 2 11650 32.972415.9312145.23  9.261.93 8 18.1203 .16  .7 1.3 F 14D 14011648.305
2005 2 11651  4.112421.2312153.85 15.281.67 6 17.9218 .10  .9  .5 F 10D 14011648.405
2005 2 11654 39.082418.6312146.39 14.492.0310 13.4199 .36 1.6 1.2 F 18D 14011654.P05
2005 2 11658  4.132344.7212110.15  5.862.3428 27.9 75 .32  .4 1.0 F 47C 14011657.P05
2005 2 117 1 58.512410.5412053.13 13.632.1723 28.7122 .21  .2  .5 F 34C 14011701.P05
2005 2 11738 52.942418.0812142.88 10.111.66 4 14.3238 .10  .8 1.0 F  7D 14011738.P05
2005 2 11739 13.692333.8512037.13  3.551.52 6  7.0134 .10  .3  .2 F 10B 14011738.105
2005 2 11748 21.402419.0212142.17  6.401.47 5 12.9267 .08  .6  .5 F  9D 14011748.105
2005 2 11820 20.842417.3012142.58  5.681.20 3 15.8284 .22 1.9 1.6 F  6D 14011820.105
2005 2 11820 30.142417.3612145.05 11.801.81 9 15.4195 .28 1.3  .9 F 17D 14011820.P05
2005 2 11829 32.322417.2212144.44 11.001.87 8 15.6193 .33 1.5 1.5 F 15D 14011828.P05
2005 2 11829 58.862416.2412141.41  6.021.23 4 18.2283 .12 1.3 1.4 F  8D 14011828.105
2005 2 11859 14.442416.3512146.71  9.392.2011 17.7203 .19  .8 1.5 F 19D 14011858.P05
2005 2 119 8 38.622437.0812116.10  8.571.9612 11.1125 .32  .8 1.0 F 20B 14011908.P05
2005 2 119 9  5.812420.0112152.25  9.891.47 3 17.0314 .13  .9  .9 F  5C 14011908.105
2005 2 11914 11.932417.9912147.22 12.911.8610 15.0203 .33 1.5 1.0 F 19D 14011913.P05
2005 2 11939  6.752451.2712241.05122.114.7462 72.3236 .34 1.5 1.1 F117D 14011938.P05
2005 2 11952 34.492420.4112148.68 10.221.40 5 12.1276 .27 2.2 1.1 F 10D 14011952.P05
2005 2 120 1 47.602416.1312115.77 11.952.1715 11.3 66 .29  .6  .7 F 29A 14012001.P05
2005 2 120 1 52.242329.1212045.82 13.101.27 6  5.1187 .14 1.2 1.2 F 11D 14012001.105
2005 2 12012 57.672420.9612152.36 12.601.34 6 16.0218 .23 1.3  .8 F 11D 14012012.P05
2005 2 12015  6.302417.9512147.08 12.291.65 6 15.0207 .23 1.6  .7 F 11D 14012014.P05
2005 2 12017   .402420.7712153.14 20.261.63 3 17.5325 .15 1.0  .4 F  5C 14012016.105
2005 2 12017 28.912414.8812147.20 10.872.01 8 20.5207 .17  .7 1.4 F 16D 14012016.P05
2005 2 12025  2.362422.4412155.25  9.731.61 6 19.2264 .23 1.5 1.3 F 11D 14012024.P05
2005 2 12032 59.432421.0912148.35 16.061.51 5 10.7273 .23 1.8  .8 F  9D 14012032.P05
2005 2 12034 16.402438.9612133.95 64.782.53 7  1.1180 .31 2.2 1.9 F 14C 14012033.P05
2005 2 12040 51.932415.6312145.22 11.951.86 8 18.6199 .31 1.2 1.0 F 16D 14012040.P05
2005 2 12045 54.142417.8712143.77  8.751.26 4 14.4289 .15 1.4 1.0 F  8D 14012045.P05
2005 2 12059 38.642418.2712144.18 14.06 .94 4 13.7290 .13 1.2 1.1 F  8D 14012059.P05
2005 2 121 0  9.162414.4812143.89  8.101.04 3 20.7299 .28 1.1 3.0 F  6C 14012059.105
2005 2 121 8 53.982421.2912140.80  8.001.34 4 10.2249 .25 1.7 2.7 X  8D 14012108.P05
2005 2 12110 25.362418.7012143.55  8.91 .85 3 13.0284 .11 1.4  .8 F  6D 14012108.105
2005 2 12128  9.082410.6712058.00 26.681.92 7 20.6163 .20 1.3 1.1 F 13C 14012128.P05
2005 2 12129 41.912417.8512141.01  4.201.19 4 15.6274 .15 1.6 1.1 F  8D 14012129.P05
2005 2 12137  1.812336.6712133.92 20.102.33 8 26.2251 .21 1.1 1.4 F 16D 14012136.P05
