model,d,m,precision,tp,fp
HUAL_HUAN_SCHN,2,8,0.0,0,5
HUAL_HUAN_SCHN,2,9,0.0,0,3
HUAL_HUAN_SCHN,3,4,0.0,0,5
HUAL_HUAN_SCHN,3,5,0.0,0,40
HUAL_HUAN_SCHN,3,6,0.0,0,13
HUAL_HUAN_SCHN,3,7,0.0,0,10
HUAL_HUAN_SCHN,3,8,0.0,0,18
HUAL_HUAN_SCHN,3,9,0.0,0,26
HUAL_HUAN_SCHN,4,4,0.0,0,19
HUAL_HUAN_SCHN,4,5,0.0,0,22
HUAL_HUAN_SCHN,4,6,0.0,0,17
HUAL_HUAN_SCHN,4,7,0.0,0,12
HUAL_HUAN_SCHN,4,8,0.0,0,26
HUAL_HUAN_SCHN,4,9,0.0,0,7
HUAL_HUAN_SHUL,0,4,0.0,0,9
HUAL_HUAN_SHUL,0,5,0.0,0,10
HUAL_HUAN_SHUL,0,6,0.0,0,2
HUAL_HUAN_SHUL,0,7,0.0,0,37
HUAL_HUAN_SHUL,0,8,0.0,0,15
HUAL_HUAN_SHUL,0,9,0.0,0,42
HUAL_HUAN_SHUL,1,4,0.022727272727272728,1,43
HUAL_HUAN_SHUL,1,5,0.0,0,15
HUAL_HUAN_SHUL,1,6,0.0,0,9
HUAL_HUAN_SHUL,1,7,0.0,0,20
HUAL_HUAN_SHUL,1,8,0.0,0,5
HUAL_HUAN_SHUL,1,9,0.0,0,15
HUAL_HUAN_SHUL,2,4,0.0,0,2
HUAL_HUAN_SHUL,2,5,0.0,0,4
HUAL_HUAN_SHUL,2,6,0.0,0,13
HUAL_HUAN_SHUL,2,7,0.0,0,17
HUAL_HUAN_SHUL,2,8,0.0,0,6
HUAL_HUAN_SHUL,2,9,0.0,0,1
HUAL_HUAN_SHUL,3,4,0.0,0,5
HUAL_HUAN_SHUL,3,5,0.0,0,46
HUAL_HUAN_SHUL,3,6,0.0,0,16
HUAL_HUAN_SHUL,3,7,0.0,0,9
HUAL_HUAN_SHUL,3,8,0.0,0,13
HUAL_HUAN_SHUL,3,9,0.0,0,23
HUAL_HUAN_SHUL,4,4,0.0,0,7
HUAL_HUAN_SHUL,4,5,0.0,0,26
HUAL_HUAN_SHUL,4,6,0.0,0,14
HUAL_HUAN_SHUL,4,7,0.0,0,11
HUAL_HUAN_SHUL,4,8,0.0,0,34
HUAL_HUAN_SHUL,4,9,0.0,0,7
HUAL_HUAN_SICH,0,4,0.0,0,8
HUAL_HUAN_SICH,0,5,0.0,0,2
HUAL_HUAN_SICH,0,6,0.0,0,2
HUAL_HUAN_SICH,0,7,0.0,0,30
HUAL_HUAN_SICH,0,8,0.0,0,13
HUAL_HUAN_SICH,0,9,0.0,0,39
HUAL_HUAN_SICH,1,4,0.022222222222222223,1,44
HUAL_HUAN_SICH,1,5,0.0,0,12
HUAL_HUAN_SICH,1,6,0.0,0,10
HUAL_HUAN_SICH,1,7,0.0,0,16
HUAL_HUAN_SICH,1,8,0.0,0,2
HUAL_HUAN_SICH,1,9,0.0,0,14
HUAL_HUAN_SICH,2,4,0.0,0,5
HUAL_HUAN_SICH,2,5,0.0,0,7
HUAL_HUAN_SICH,2,6,0.0,0,13
HUAL_HUAN_SICH,2,7,0.0,0,16
HUAL_HUAN_SICH,2,8,0.0,0,4
HUAL_HUAN_SICH,2,9,0.0,0,6
HUAL_HUAN_SICH,3,4,0.0,0,2
HUAL_HUAN_SICH,3,5,0.0,0,42
HUAL_HUAN_SICH,3,6,0.0,0,16
HUAL_HUAN_SICH,3,7,0.0,0,12
HUAL_HUAN_SICH,3,8,0.0,0,17
HUAL_HUAN_SICH,3,9,0.0,0,26
HUAL_HUAN_SICH,4,4,0.0,0,7
HUAL_HUAN_SICH,4,5,0.0,0,21
HUAL_HUAN_SICH,4,6,0.0,0,15
HUAL_HUAN_SICH,4,7,0.0,0,14
HUAL_HUAN_SICH,4,8,0.0,0,16
HUAL_HUAN_SICH,4,9,0.0,0,11
HUAL_HUAN_SLIN,0,4,0.0,0,6
HUAL_HUAN_SLIN,0,5,0.0,0,7
HUAL_HUAN_SLIN,0,6,0.0,0,8
HUAL_HUAN_SLIN,0,7,0.0,0,33
HUAL_HUAN_SLIN,0,8,0.0,0,15
HUAL_HUAN_SLIN,0,9,0.0,0,38
HUAL_HUAN_SLIN,1,4,0.027777777777777776,1,35
HUAL_HUAN_SLIN,1,5,0.0,0,12
HUAL_HUAN_SLIN,1,6,0.0,0,8
HUAL_HUAN_SLIN,1,7,0.0,0,18
HUAL_HUAN_SLIN,1,8,0.0,0,3
HUAL_HUAN_SLIN,1,9,0.0,0,9
HUAL_HUAN_SLIN,2,4,0.0,0,15
HUAL_HUAN_SLIN,2,5,0.0,0,4
HUAL_HUAN_SLIN,2,6,0.0,0,13
HUAL_HUAN_SLIN,2,7,0.0,0,15
HUAL_HUAN_SLIN,2,8,0.0,0,4
HUAL_HUAN_SLIN,2,9,0.0,0,8
HUAL_HUAN_SLIN,3,4,0.0,0,2
HUAL_HUAN_SLIN,3,5,0.0,0,43
HUAL_HUAN_SLIN,3,6,0.0,0,13
HUAL_HUAN_SLIN,3,7,0.0,0,5
HUAL_HUAN_SLIN,3,8,0.0,0,16
HUAL_HUAN_SLIN,3,9,0.0,0,21
HUAL_HUAN_SLIN,4,4,0.0,0,12
HUAL_HUAN_SLIN,4,5,0.0,0,22
HUAL_HUAN_SLIN,4,6,0.0,0,12
HUAL_HUAN_SLIN,4,7,0.0,0,6
HUAL_HUAN_SLIN,4,8,0.0,0,36
HUAL_HUAN_SLIN,4,9,0.0,0,5
HUAL_HUAN_SOFN,0,4,0.0,0,11
HUAL_HUAN_SOFN,0,5,0.0,0,5
HUAL_HUAN_SOFN,0,6,0.0,0,4
HUAL_HUAN_SOFN,0,7,0.0,0,42
HUAL_HUAN_SOFN,0,8,0.0,0,16
HUAL_HUAN_SOFN,0,9,0.0,0,40
HUAL_HUAN_SOFN,1,4,0.022222222222222223,1,44
HUAL_HUAN_SOFN,1,5,0.0,0,16
HUAL_HUAN_SOFN,1,6,0.0,0,9
HUAL_HUAN_SOFN,1,7,0.0,0,16
HUAL_HUAN_SOFN,1,8,0.0,0,2
HUAL_HUAN_SOFN,1,9,0.0,0,18
HUAL_HUAN_SOFN,2,4,0.0,0,5
HUAL_HUAN_SOFN,2,5,0.0,0,7
HUAL_HUAN_SOFN,2,6,0.0,0,14
HUAL_HUAN_SOFN,2,7,0.0,0,17
HUAL_HUAN_SOFN,2,8,0.0,0,8
HUAL_HUAN_SOFN,2,9,0.0,0,4
HUAL_HUAN_SOFN,3,4,0.0,0,3
HUAL_HUAN_SOFN,3,5,0.0,0,42
HUAL_HUAN_SOFN,3,6,0.0,0,20
HUAL_HUAN_SOFN,3,7,0.0,0,9
HUAL_HUAN_SOFN,3,8,0.0,0,14
HUAL_HUAN_SOFN,3,9,0.0,0,27
HUAL_HUAN_SOFN,4,4,0.0,0,14
HUAL_HUAN_SOFN,4,5,0.0,0,22
HUAL_HUAN_SOFN,4,6,0.0,0,21
HUAL_HUAN_SOFN,4,7,0.0,0,22
HUAL_HUAN_SOFN,4,8,0.0,0,31
HUAL_HUAN_SOFN,4,9,0.0,0,9
HUAL_HUAN_SPAO,0,4,0.0,0,8
HUAL_HUAN_SPAO,0,5,0.0,0,3
HUAL_HUAN_SPAO,0,6,0.0,0,3
HUAL_HUAN_SPAO,0,7,0.0,0,33
HUAL_HUAN_SPAO,0,8,0.0,0,18
HUAL_HUAN_SPAO,0,9,0.0,0,37
HUAL_HUAN_SPAO,1,4,0.030303030303030304,1,32
HUAL_HUAN_SPAO,1,5,0.0,0,17
HUAL_HUAN_SPAO,1,6,0.0,0,6
HUAL_HUAN_SPAO,1,7,0.0,0,17
HUAL_HUAN_SPAO,1,8,0.0,0,3
HUAL_HUAN_SPAO,1,9,0.0,0,9
HUAL_HUAN_SPAO,2,4,0.0,0,5
HUAL_HUAN_SPAO,2,5,0.0,0,6
HUAL_HUAN_SPAO,2,6,0.0,0,16
HUAL_HUAN_SPAO,2,7,0.0,0,18
HUAL_HUAN_SPAO,2,8,0.0,0,4
HUAL_HUAN_SPAO,2,9,0.0,0,4
HUAL_HUAN_SPAO,3,4,0.0,0,2
HUAL_HUAN_SPAO,3,5,0.0,0,33
HUAL_HUAN_SPAO,3,6,0.0,0,13
HUAL_HUAN_SPAO,3,7,0.0,0,9
HUAL_HUAN_SPAO,3,8,0.0,0,20
HUAL_HUAN_SPAO,3,9,0.0,0,25
HUAL_HUAN_SPAO,4,4,0.0,0,11
HUAL_HUAN_SPAO,4,5,0.0,0,16
HUAL_HUAN_SPAO,4,6,0.0,0,15
HUAL_HUAN_SPAO,4,7,0.0,0,10
HUAL_HUAN_SPAO,4,8,0.0,0,32
HUAL_HUAN_SPAO,4,9,0.0,0,8
HUAL_HUAN_TUNM,0,4,0.0,0,7
HUAL_HUAN_TUNM,0,5,0.0,0,5
HUAL_HUAN_TUNM,0,6,0.0,0,5
HUAL_HUAN_TUNM,0,7,0.0,0,33
HUAL_HUAN_TUNM,0,8,0.0,0,15
HUAL_HUAN_TUNM,0,9,0.0,0,42
HUAL_HUAN_TUNM,1,4,0.029411764705882353,1,33
HUAL_HUAN_TUNM,1,5,0.0,0,10
HUAL_HUAN_TUNM,1,6,0.0,0,9
HUAL_HUAN_TUNM,1,7,0.0,0,22
HUAL_HUAN_TUNM,1,8,0.0,0,4
HUAL_HUAN_TUNM,1,9,0.0,0,10
HUAL_HUAN_TUNM,2,4,0.0,0,15
HUAL_HUAN_TUNM,2,5,0.0,0,3
HUAL_HUAN_TUNM,2,6,0.0,0,14
HUAL_HUAN_TUNM,2,7,0.0,0,16
HUAL_HUAN_TUNM,2,8,0.0,0,5
HUAL_HUAN_TUNM,2,9,0.0,0,7
HUAL_HUAN_TUNM,3,4,0.0,0,2
HUAL_HUAN_TUNM,3,5,0.0,0,43
HUAL_HUAN_TUNM,3,6,0.0,0,15
HUAL_HUAN_TUNM,3,7,0.0,0,5
HUAL_HUAN_TUNM,3,8,0.0,0,18
HUAL_HUAN_TUNM,3,9,0.0,0,18
HUAL_HUAN_TUNM,4,4,0.0,0,13
HUAL_HUAN_TUNM,4,5,0.0,0,19
HUAL_HUAN_TUNM,4,6,0.0,0,12
HUAL_HUAN_TUNM,4,7,0.0,0,3
HUAL_HUAN_TUNM,4,8,0.0,0,37
HUAL_HUAN_TUNM,4,9,0.0,0,5
HUAL_HUAN_WARO,0,4,0.0,0,6
HUAL_HUAN_WARO,0,5,0.0,0,6
HUAL_HUAN_WARO,0,6,0.0,0,7
HUAL_HUAN_WARO,0,7,0.0,0,32
HUAL_HUAN_WARO,0,8,0.0,0,17
HUAL_HUAN_WARO,0,9,0.0,0,39
HUAL_HUAN_WARO,1,4,0.027777777777777776,1,35
HUAL_HUAN_WARO,1,5,0.0,0,9
HUAL_HUAN_WARO,1,6,0.0,0,10
HUAL_HUAN_WARO,1,7,0.0,0,20
HUAL_HUAN_WARO,1,8,0.0,0,5
HUAL_HUAN_WARO,1,9,0.0,0,9
HUAL_HUAN_WARO,2,4,0.05263157894736842,1,18
HUAL_HUAN_WARO,2,5,0.0,0,8
HUAL_HUAN_WARO,2,6,0.0,0,13
HUAL_HUAN_WARO,2,7,0.0,0,15
HUAL_HUAN_WARO,2,8,0.0,0,5
HUAL_HUAN_WARO,2,9,0.0,0,7
HUAL_HUAN_WARO,3,4,0.0,0,2
HUAL_HUAN_WARO,3,5,0.0,0,47
HUAL_HUAN_WARO,3,6,0.0,0,18
HUAL_HUAN_WARO,3,7,0.0,0,5
HUAL_HUAN_WARO,3,8,0.0,0,13
HUAL_HUAN_WARO,3,9,0.0,0,21
HUAL_HUAN_WARO,4,4,0.0,0,16
HUAL_HUAN_WARO,4,5,0.0,0,21
HUAL_HUAN_WARO,4,6,0.0,0,15
HUAL_HUAN_WARO,4,7,0.0,0,5
HUAL_HUAN_WARO,4,8,0.0,0,38
HUAL_HUAN_WARO,4,9,0.0,0,6
HUAL_HUAN_YENL,0,4,0.0,0,12
HUAL_HUAN_YENL,0,5,0.0,0,10
HUAL_HUAN_YENL,0,6,0.0,0,2
HUAL_HUAN_YENL,0,7,0.0,0,38
HUAL_HUAN_YENL,0,8,0.0,0,13
HUAL_HUAN_YENL,0,9,0.0,0,42
HUAL_HUAN_YENL,1,4,0.020833333333333332,1,47
HUAL_HUAN_YENL,1,5,0.0,0,12
HUAL_HUAN_YENL,1,6,0.0,0,8
HUAL_HUAN_YENL,1,7,0.0,0,17
HUAL_HUAN_YENL,1,8,0.0,0,3
HUAL_HUAN_YENL,1,9,0.0,0,11
HUAL_HUAN_YENL,2,4,0.0,0,4
HUAL_HUAN_YENL,2,5,0.0,0,5
HUAL_HUAN_YENL,2,6,0.0,0,12
HUAL_HUAN_YENL,2,7,0.0,0,15
HUAL_HUAN_YENL,2,8,0.0,0,7
HUAL_HUAN_YENL,2,9,0.0,0,4
HUAL_HUAN_YENL,3,4,0.0,0,3
HUAL_HUAN_YENL,3,5,0.0,0,48
HUAL_HUAN_YENL,3,6,0.0,0,19
HUAL_HUAN_YENL,3,7,0.0,0,14
HUAL_HUAN_YENL,3,8,0.0,0,17
HUAL_HUAN_YENL,3,9,0.0,0,21
HUAL_HUAN_YENL,4,4,0.0,0,17
HUAL_HUAN_YENL,4,5,0.0,0,18
HUAL_HUAN_YENL,4,6,0.0,0,17
HUAL_HUAN_YENL,4,7,0.0,0,12
HUAL_HUAN_YENL,4,8,0.0,0,21
HUAL_HUAN_YENL,4,9,0.0,0,10
HUAL_HUAP,0,4,0.0,0,9
HUAL_HUAP,0,5,0.0,0,55
HUAL_HUAP,0,6,0.0,0,3
HUAL_HUAP,0,7,0.0,0,23
HUAL_HUAP,0,8,0.0,0,17
HUAL_HUAP,0,9,0.0,0,16
HUAL_HUAP,1,4,0.0,0,17
HUAL_HUAP,1,5,0.0,0,34
HUAL_HUAP,1,6,0.0,0,31
HUAL_HUAP,1,7,0.0,0,10
HUAL_HUAP,1,8,0.0,0,12
HUAL_HUAP,1,9,0.0,0,26
HUAL_HUAP,2,4,0.037037037037037035,1,26
HUAL_HUAP,2,5,0.0,0,37
HUAL_HUAP,2,6,0.0,0,17
HUAL_HUAP,2,7,0.0,0,21
HUAL_HUAP,2,8,0.0,0,23
HUAL_HUAP,2,9,0.0,0,6
HUAL_HUAP,3,4,0.0,0,10
HUAL_HUAP,3,5,0.0,0,26
HUAL_HUAP,3,6,0.0,0,7
HUAL_HUAP,3,7,0.0,0,14
HUAL_HUAP,3,8,0.0,0,12
HUAL_HUAP,3,9,0.0,0,36
HUAL_HUAP,4,4,0.0,0,16
HUAL_HUAP,4,5,0.0,0,20
HUAL_HUAP,4,6,0.0,0,12
HUAL_HUAP,4,7,0.0,0,29
HUAL_HUAP,4,8,0.0,0,23
HUAL_HUAP,4,9,0.0,0,21
HUAL_HUAP_NDHU,0,4,0.0,0,26
HUAL_HUAP_NDHU,0,5,0.0,0,13
HUAL_HUAP_NDHU,0,6,0.0,0,3
HUAL_HUAP_NDHU,0,7,0.0,0,36
HUAL_HUAP_NDHU,0,8,0.0,0,35
HUAL_HUAP_NDHU,0,9,0.0,0,25
HUAL_HUAP_NDHU,1,4,0.022727272727272728,1,43
HUAL_HUAP_NDHU,1,5,0.0,0,14
HUAL_HUAP_NDHU,1,6,0.0,0,5
HUAL_HUAP_NDHU,1,7,0.0,0,15
HUAL_HUAP_NDHU,1,8,0.0,0,11
HUAL_HUAP_NDHU,1,9,0.0,0,18
HUAL_HUAP_NDHU,2,4,0.0,0,13
HUAL_HUAP_NDHU,2,5,0.0,0,10
HUAL_HUAP_NDHU,2,6,0.0,0,5
HUAL_HUAP_NDHU,2,7,0.0,0,34
HUAL_HUAP_NDHU,2,8,0.0,0,12
HUAL_HUAP_NDHU,2,9,0.0,0,12
HUAL_HUAP_NDHU,3,4,0.0,0,8
HUAL_HUAP_NDHU,3,5,0.0,0,40
HUAL_HUAP_NDHU,3,6,0.0,0,18
HUAL_HUAP_NDHU,3,7,0.0,0,8
HUAL_HUAP_NDHU,3,8,0.0,0,29
HUAL_HUAP_NDHU,3,9,0.0,0,17
HUAL_HUAP_NDHU,4,4,0.0,0,23
HUAL_HUAP_NDHU,4,5,0.0,0,27
HUAL_HUAP_NDHU,4,6,0.0,0,18
HUAL_HUAP_NDHU,4,7,0.0,0,22
HUAL_HUAP_NDHU,4,8,0.0,0,40
HUAL_HUAP_NDHU,4,9,0.0,0,5
HUAL_HUAP_SCHN,0,4,0.0,0,30
HUAL_HUAP_SCHN,0,5,0.0,0,12
HUAL_HUAP_SCHN,0,6,0.0,0,8
HUAL_HUAP_SCHN,0,7,0.0,0,45
HUAL_HUAP_SCHN,0,8,0.0,0,27
HUAL_HUAP_SCHN,0,9,0.0,0,31
HUAL_HUAP_SCHN,1,4,0.018518518518518517,1,53
HUAL_HUAP_SCHN,1,5,0.0,0,24
HUAL_HUAP_SCHN,1,6,0.0,0,3
HUAL_HUAP_SCHN,1,7,0.0,0,17
HUAL_HUAP_SCHN,1,8,0.0,0,8
HUAL_HUAP_SCHN,1,9,0.0,0,15
HUAL_HUAP_SCHN,2,4,0.0,0,13
HUAL_HUAP_SCHN,2,5,0.0,0,4
HUAL_HUAP_SCHN,2,6,0.0,0,18
HUAL_HUAP_SCHN,2,7,0.0,0,27
HUAL_HUAP_SCHN,2,8,0.0,0,10
HUAL_HUAP_SCHN,2,9,0.0,0,10
HUAL_HUAP_SCHN,3,4,0.09090909090909091,1,10
HUAL_HUAP_SCHN,3,5,0.0,0,35
HUAL_HUAP_SCHN,3,6,0.0,0,16
HUAL_HUAP_SCHN,3,7,0.0,0,5
HUAL_HUAP_SCHN,3,8,0.0,0,31
HUAL_HUAP_SCHN,3,9,0.0,0,16
HUAL_HUAP_SCHN,4,4,0.0,0,32
HUAL_HUAP_SCHN,4,5,0.0,0,27
HUAL_HUAP_SCHN,4,6,0.0,0,15
HUAL_HUAP_SCHN,4,7,0.0,0,22
HUAL_HUAP_SCHN,4,8,0.0,0,31
HUAL_HUAP_SCHN,4,9,0.0,0,5
HUAL_HUAP_SHUL,0,4,0.0,0,21
HUAL_HUAP_SHUL,0,5,0.0,0,18
HUAL_HUAP_SHUL,0,6,0.0,0,11
HUAL_HUAP_SHUL,0,7,0.0,0,30
HUAL_HUAP_SHUL,0,8,0.0,0,25
HUAL_HUAP_SHUL,0,9,0.0,0,33
HUAL_HUAP_SHUL,1,4,0.01818181818181818,1,54
HUAL_HUAP_SHUL,1,5,0.0,0,19
HUAL_HUAP_SHUL,1,6,0.0,0,4
HUAL_HUAP_SHUL,1,7,0.0,0,19
HUAL_HUAP_SHUL,1,8,0.0,0,10
HUAL_HUAP_SHUL,1,9,0.0,0,18
HUAL_HUAP_SHUL,2,4,0.0,0,15
HUAL_HUAP_SHUL,2,5,0.0,0,2
HUAL_HUAP_SHUL,2,6,0.0,0,9
HUAL_HUAP_SHUL,2,7,0.0,0,25
HUAL_HUAP_SHUL,2,8,0.0,0,11
HUAL_HUAP_SHUL,2,9,0.0,0,12
HUAL_HUAP_SHUL,3,4,0.125,1,7
HUAL_HUAP_SHUL,3,5,0.0,0,37
HUAL_HUAP_SHUL,3,6,0.0,0,18
HUAL_HUAP_SHUL,3,7,0.0,0,10
HUAL_HUAP_SHUL,3,8,0.0,0,28
HUAL_HUAP_SHUL,3,9,0.0,0,18
HUAL_HUAP_SHUL,4,4,0.0,0,19
HUAL_HUAP_SHUL,4,5,0.0,0,26
HUAL_HUAP_SHUL,4,6,0.0,0,16
HUAL_HUAP_SHUL,4,7,0.0,0,21
HUAL_HUAP_SHUL,4,8,0.0,0,32
HUAL_HUAP_SHUL,4,9,0.0,0,4
HUAL_HUAP_SICH,0,4,0.0,0,20
HUAL_HUAP_SICH,0,5,0.0,0,10
HUAL_HUAP_SICH,0,6,0.0,0,9
HUAL_HUAP_SICH,0,7,0.0,0,41
HUAL_HUAP_SICH,0,8,0.0,0,30
HUAL_HUAP_SICH,0,9,0.0,0,34
HUAL_HUAP_SICH,1,4,0.02040816326530612,1,48
HUAL_HUAP_SICH,1,5,0.0,0,19
HUAL_HUAP_SICH,1,6,0.0,0,3
HUAL_HUAP_SICH,1,7,0.0,0,10
HUAL_HUAP_SICH,1,8,0.0,0,7
HUAL_HUAP_SICH,1,9,0.0,0,15
HUAL_HUAP_SICH,2,4,0.0,0,15
HUAL_HUAP_SICH,2,5,0.0,0,2
HUAL_HUAP_SICH,2,6,0.0,0,15
HUAL_HUAP_SICH,2,7,0.0,0,30
HUAL_HUAP_SICH,2,8,0.0,0,10
HUAL_HUAP_SICH,2,9,0.0,0,14
HUAL_HUAP_SICH,3,4,0.0,0,5
HUAL_HUAP_SICH,3,5,0.0,0,35
HUAL_HUAP_SICH,3,6,0.0,0,15
HUAL_HUAP_SICH,3,7,0.0,0,10
HUAL_HUAP_SICH,3,8,0.0,0,25
HUAL_HUAP_SICH,3,9,0.0,0,16
HUAL_HUAP_SICH,4,4,0.0,0,21
HUAL_HUAP_SICH,4,5,0.0,0,28
HUAL_HUAP_SICH,4,6,0.0,0,16
HUAL_HUAP_SICH,4,7,0.0,0,23
HUAL_HUAP_SICH,4,8,0.0,0,34
HUAL_HUAP_SICH,4,9,0.0,0,6
HUAL_HUAP_SLIN,0,4,0.0,0,28
HUAL_HUAP_SLIN,0,5,0.0,0,13
HUAL_HUAP_SLIN,0,6,0.0,0,4
HUAL_HUAP_SLIN,0,7,0.0,0,29
HUAL_HUAP_SLIN,0,8,0.0,0,33
HUAL_HUAP_SLIN,0,9,0.0,0,27
HUAL_HUAP_SLIN,1,4,0.023255813953488372,1,42
HUAL_HUAP_SLIN,1,5,0.0,0,12
HUAL_HUAP_SLIN,1,6,0.0,0,4
HUAL_HUAP_SLIN,1,7,0.0,0,12
HUAL_HUAP_SLIN,1,8,0.0,0,7
HUAL_HUAP_SLIN,1,9,0.0,0,14
HUAL_HUAP_SLIN,2,4,0.0,0,16
HUAL_HUAP_SLIN,2,5,0.0,0,10
HUAL_HUAP_SLIN,2,6,0.0,0,1
HUAL_HUAP_SLIN,2,7,0.0,0,29
HUAL_HUAP_SLIN,2,8,0.0,0,13
HUAL_HUAP_SLIN,2,9,0.0,0,12
HUAL_HUAP_SLIN,3,4,0.0,0,8
HUAL_HUAP_SLIN,3,5,0.0,0,34
HUAL_HUAP_SLIN,3,6,0.0,0,14
HUAL_HUAP_SLIN,3,7,0.0,0,4
HUAL_HUAP_SLIN,3,8,0.0,0,25
HUAL_HUAP_SLIN,3,9,0.0,0,15
HUAL_HUAP_SLIN,4,4,0.0,0,19
HUAL_HUAP_SLIN,4,5,0.0,0,22
HUAL_HUAP_SLIN,4,6,0.0,0,17
HUAL_HUAP_SLIN,4,7,0.0,0,22
HUAL_HUAP_SLIN,4,8,0.0,0,38
HUAL_HUAP_SLIN,4,9,0.0,0,5
HUAL_HUAP_SOFN,0,4,0.0,0,23
HUAL_HUAP_SOFN,0,5,0.0,0,16
HUAL_HUAP_SOFN,0,6,0.0,0,11
HUAL_HUAP_SOFN,0,7,0.0,0,36
HUAL_HUAP_SOFN,0,8,0.0,0,32
HUAL_HUAP_SOFN,0,9,0.0,0,33
HUAL_HUAP_SOFN,1,4,0.018867924528301886,1,52
HUAL_HUAP_SOFN,1,5,0.0,0,21
HUAL_HUAP_SOFN,1,6,0.0,0,3
HUAL_HUAP_SOFN,1,7,0.0,0,16
HUAL_HUAP_SOFN,1,8,0.0,0,5
HUAL_HUAP_SOFN,1,9,0.0,0,21
HUAL_HUAP_SOFN,2,4,0.0,0,16
HUAL_HUAP_SOFN,2,5,0.0,0,3
HUAL_HUAP_SOFN,2,6,0.0,0,9
HUAL_HUAP_SOFN,2,7,0.0,0,28
HUAL_HUAP_SOFN,2,8,0.0,0,13
HUAL_HUAP_SOFN,2,9,0.0,0,11
HUAL_HUAP_SOFN,3,4,0.125,1,7
HUAL_HUAP_SOFN,3,5,0.0,0,45
HUAL_HUAP_SOFN,3,6,0.0,0,20
HUAL_HUAP_SOFN,3,7,0.0,0,10
HUAL_HUAP_SOFN,3,8,0.0,0,26
HUAL_HUAP_SOFN,3,9,0.0,0,21
HUAL_HUAP_SOFN,4,4,0.0,0,25
HUAL_HUAP_SOFN,4,5,0.0,0,31
HUAL_HUAP_SOFN,4,6,0.0,0,16
HUAL_HUAP_SOFN,4,7,0.0,0,26
HUAL_HUAP_SOFN,4,8,0.0,0,34
HUAL_HUAP_SOFN,4,9,0.0,0,5
HUAL_HUAP_SPAO,0,4,0.0,0,21
HUAL_HUAP_SPAO,0,5,0.0,0,10
HUAL_HUAP_SPAO,0,6,0.0,0,9
HUAL_HUAP_SPAO,0,7,0.0,0,30
HUAL_HUAP_SPAO,0,8,0.0,0,26
HUAL_HUAP_SPAO,0,9,0.0,0,29
HUAL_HUAP_SPAO,1,4,0.02631578947368421,1,37
HUAL_HUAP_SPAO,1,5,0.0,0,12
HUAL_HUAP_SPAO,1,6,0.0,0,3
HUAL_HUAP_SPAO,1,7,0.0,0,14
HUAL_HUAP_SPAO,1,8,0.0,0,7
HUAL_HUAP_SPAO,1,9,0.0,0,14
HUAL_HUAP_SPAO,2,4,0.0,0,14
HUAL_HUAP_SPAO,2,5,0.0,0,5
HUAL_HUAP_SPAO,2,6,0.0,0,7
HUAL_HUAP_SPAO,2,7,0.0,0,24
HUAL_HUAP_SPAO,2,8,0.0,0,11
HUAL_HUAP_SPAO,2,9,0.0,0,12
HUAL_HUAP_SPAO,3,4,0.16666666666666666,1,5
HUAL_HUAP_SPAO,3,5,0.0,0,33
HUAL_HUAP_SPAO,3,6,0.0,0,16
HUAL_HUAP_SPAO,3,7,0.0,0,5
HUAL_HUAP_SPAO,3,8,0.0,0,27
HUAL_HUAP_SPAO,3,9,0.0,0,18
HUAL_HUAP_SPAO,4,4,0.0,0,18
HUAL_HUAP_SPAO,4,5,0.0,0,20
HUAL_HUAP_SPAO,4,6,0.0,0,14
HUAL_HUAP_SPAO,4,7,0.0,0,22
HUAL_HUAP_SPAO,4,8,0.0,0,33
HUAL_HUAP_TUNM,0,4,0.0,0,25
HUAL_HUAP_TUNM,0,5,0.0,0,16
HUAL_HUAP_TUNM,0,6,0.0,0,6
HUAL_HUAP_TUNM,0,7,0.0,0,35
HUAL_HUAP_TUNM,0,8,0.0,0,30
HUAL_HUAP_TUNM,0,9,0.0,0,25
HUAL_HUAP_TUNM,1,4,0.023809523809523808,1,41
HUAL_HUAP_TUNM,1,5,0.0,0,14
HUAL_HUAP_TUNM,1,6,0.0,0,4
HUAL_HUAP_TUNM,1,7,0.0,0,13
HUAL_HUAP_TUNM,1,8,0.0,0,12
HUAL_HUAP_TUNM,1,9,0.0,0,17
HUAL_HUAP_TUNM,2,4,0.058823529411764705,1,16
HUAL_HUAP_TUNM,2,5,0.0,0,11
HUAL_HUAP_TUNM,2,6,0.0,0,6
HUAL_HUAP_TUNM,2,7,0.0,0,26
HUAL_HUAP_TUNM,2,8,0.0,0,14
HUAL_HUAP_TUNM,2,9,0.0,0,13
HUAL_HUAP_TUNM,3,4,0.0,0,8
HUAL_HUAP_TUNM,3,5,0.0,0,33
HUAL_HUAP_TUNM,3,6,0.0,0,18
HUAL_HUAP_TUNM,3,7,0.0,0,5
HUAL_HUAP_TUNM,3,8,0.0,0,26
HUAL_HUAP_TUNM,3,9,0.0,0,16
HUAL_HUAP_TUNM,4,4,0.0,0,21
HUAL_HUAP_TUNM,4,5,0.0,0,20
HUAL_HUAP_TUNM,4,6,0.0,0,19
HUAL_HUAP_TUNM,4,7,0.0,0,25
HUAL_HUAP_TUNM,4,8,0.0,0,42
HUAL_HUAP_TUNM,4,9,0.0,0,5
HUAL_HUAP_WARO,0,4,0.0,0,24
