model,d,m,precision,tp,fp
SHUL_FLNM_WARO,2,8,0.0,0,27
SHUL_FLNM_WARO,2,9,0.0,0,40
SHUL_FLNM_WARO,3,4,0.023809523809523808,1,41
SHUL_FLNM_WARO,3,5,0.0,0,56
SHUL_FLNM_WARO,3,6,0.0,0,33
SHUL_FLNM_WARO,3,7,0.0,0,14
SHUL_FLNM_WARO,3,8,0.0,0,59
SHUL_FLNM_WARO,3,9,0.0,0,19
SHUL_FLNM_WARO,4,4,0.0,0,61
SHUL_FLNM_WARO,4,5,0.0,0,12
SHUL_FLNM_WARO,4,6,0.0,0,15
SHUL_FLNM_WARO,4,7,0.0,0,67
SHUL_FLNM_WARO,4,8,0.0,0,24
SHUL_FLNM_WARO,4,9,0.0,0,16
SHUL_FLNM_YENL,0,4,0.0,0,39
SHUL_FLNM_YENL,0,5,0.0,0,32
SHUL_FLNM_YENL,0,6,0.0,0,35
SHUL_FLNM_YENL,0,7,0.0,0,86
SHUL_FLNM_YENL,0,8,0.0,0,80
SHUL_FLNM_YENL,0,9,0.0,0,25
SHUL_FLNM_YENL,1,4,0.04918032786885246,3,58
SHUL_FLNM_YENL,1,5,0.0,0,71
SHUL_FLNM_YENL,1,6,0.0,0,69
SHUL_FLNM_YENL,1,7,0.0,0,42
SHUL_FLNM_YENL,1,8,0.0,0,17
SHUL_FLNM_YENL,1,9,0.0,0,55
SHUL_FLNM_YENL,2,4,0.0,0,39
SHUL_FLNM_YENL,2,5,0.0,0,23
SHUL_FLNM_YENL,2,6,0.0,0,44
SHUL_FLNM_YENL,2,7,0.0,0,74
SHUL_FLNM_YENL,2,8,0.0,0,33
SHUL_FLNM_YENL,2,9,0.0,0,53
SHUL_FLNM_YENL,3,4,0.018518518518518517,1,53
SHUL_FLNM_YENL,3,5,0.0,0,67
SHUL_FLNM_YENL,3,6,0.0,0,48
SHUL_FLNM_YENL,3,7,0.0,0,27
SHUL_FLNM_YENL,3,8,0.0,0,53
SHUL_FLNM_YENL,3,9,0.0,0,24
SHUL_FLNM_YENL,4,4,0.0,0,48
SHUL_FLNM_YENL,4,5,0.0,0,9
SHUL_FLNM_YENL,4,6,0.0,0,18
SHUL_FLNM_YENL,4,7,0.0,0,60
SHUL_FLNM_YENL,4,8,0.0,0,46
SHUL_FLNM_YENL,4,9,0.0,0,33
SHUL_FONB,0,4,0.0,0,16
SHUL_FONB,0,5,0.0,0,26
SHUL_FONB,0,6,0.0,0,7
SHUL_FONB,0,7,0.0,0,1
SHUL_FONB,0,8,0.0,0,15
SHUL_FONB,0,9,0.0,0,10
SHUL_FONB,1,4,0.0,0,25
SHUL_FONB,1,5,0.0,0,7
SHUL_FONB,1,6,0.0,0,22
SHUL_FONB,1,7,0.0,0,6
SHUL_FONB,1,8,0.0,0,9
SHUL_FONB,1,9,0.0,0,15
SHUL_FONB,2,4,0.0,0,11
SHUL_FONB,2,5,0.0,0,11
SHUL_FONB,2,6,0.0,0,22
SHUL_FONB,2,7,0.0,0,12
SHUL_FONB,2,8,0.0,0,21
SHUL_FONB,2,9,0.0,0,13
SHUL_FONB,3,4,0.0,0,8
SHUL_FONB,3,5,0.0,0,16
SHUL_FONB,3,6,0.0,0,2
SHUL_FONB,3,7,0.0,0,13
SHUL_FONB,3,8,0.0,0,2
SHUL_FONB,3,9,0.0,0,16
SHUL_FONB,4,4,0.0,0,26
SHUL_FONB,4,5,0.0,0,3
SHUL_FONB,4,6,0.0,0,12
SHUL_FONB,4,7,0.0,0,7
SHUL_FONB,4,8,0.0,0,6
SHUL_FONB,4,9,0.0,0,3
SHUL_FONB_HUAL,0,4,0.07142857142857142,2,26
SHUL_FONB_HUAL,0,5,0.0,0,34
SHUL_FONB_HUAL,0,6,0.0,0,23
SHUL_FONB_HUAL,0,7,0.0,0,40
SHUL_FONB_HUAL,0,8,0.0,0,38
SHUL_FONB_HUAL,0,9,0.0,0,49
SHUL_FONB_HUAL,1,4,0.0,0,23
SHUL_FONB_HUAL,1,5,0.0,0,43
SHUL_FONB_HUAL,1,6,0.0,0,24
SHUL_FONB_HUAL,1,7,0.0,0,39
SHUL_FONB_HUAL,1,8,0.0,0,18
SHUL_FONB_HUAL,1,9,0.0,0,52
SHUL_FONB_HUAL,2,4,0.0,0,19
SHUL_FONB_HUAL,2,5,0.0,0,24
SHUL_FONB_HUAL,2,6,0.0,0,39
SHUL_FONB_HUAL,2,7,0.0,0,35
SHUL_FONB_HUAL,2,8,0.0,0,18
SHUL_FONB_HUAL,2,9,0.0,0,32
SHUL_FONB_HUAL,3,4,0.023255813953488372,1,42
SHUL_FONB_HUAL,3,5,0.0,0,25
SHUL_FONB_HUAL,3,6,0.0,0,42
SHUL_FONB_HUAL,3,7,0.0,0,66
SHUL_FONB_HUAL,3,8,0.0,0,29
SHUL_FONB_HUAL,3,9,0.0,0,7
SHUL_FONB_HUAL,4,4,0.0,0,22
SHUL_FONB_HUAL,4,5,0.0,0,13
SHUL_FONB_HUAL,4,6,0.0,0,20
SHUL_FONB_HUAL,4,7,0.0,0,39
SHUL_FONB_HUAL,4,8,0.0,0,17
SHUL_FONB_HUAL,4,9,0.0,0,31
SHUL_FONB_JPEI,0,4,0.13636363636363635,3,19
SHUL_FONB_JPEI,0,5,0.0,0,24
SHUL_FONB_JPEI,0,6,0.0,0,17
SHUL_FONB_JPEI,0,7,0.0,0,36
SHUL_FONB_JPEI,0,8,0.0,0,36
SHUL_FONB_JPEI,0,9,0.0,0,51
SHUL_FONB_JPEI,1,4,0.05,1,19
SHUL_FONB_JPEI,1,5,0.0,0,36
SHUL_FONB_JPEI,1,6,0.0,0,19
SHUL_FONB_JPEI,1,7,0.0,0,35
SHUL_FONB_JPEI,1,8,0.0,0,23
SHUL_FONB_JPEI,1,9,0.0,0,62
SHUL_FONB_JPEI,2,4,0.045454545454545456,1,21
SHUL_FONB_JPEI,2,5,0.0,0,17
SHUL_FONB_JPEI,2,6,0.0,0,46
SHUL_FONB_JPEI,2,7,0.0,0,21
SHUL_FONB_JPEI,2,8,0.0,0,16
SHUL_FONB_JPEI,2,9,0.0,0,32
SHUL_FONB_JPEI,3,4,0.0,0,35
SHUL_FONB_JPEI,3,5,0.0,0,30
SHUL_FONB_JPEI,3,6,0.0,0,20
SHUL_FONB_JPEI,3,7,0.0,0,40
SHUL_FONB_JPEI,3,8,0.0,0,30
SHUL_FONB_JPEI,3,9,0.0,0,13
SHUL_FONB_JPEI,4,4,0.0,0,20
SHUL_FONB_JPEI,4,5,0.0,0,10
SHUL_FONB_JPEI,4,6,0.0,0,20
SHUL_FONB_JPEI,4,7,0.0,0,28
SHUL_FONB_JPEI,4,8,0.0,0,9
SHUL_FONB_JPEI,4,9,0.0,0,25
SHUL_FONB_JSU2,0,4,0.12,3,22
SHUL_FONB_JSU2,0,5,0.0,0,17
SHUL_FONB_JSU2,0,6,0.0,0,16
SHUL_FONB_JSU2,0,7,0.0,0,61
SHUL_FONB_JSU2,0,8,0.0,0,40
SHUL_FONB_JSU2,0,9,0.0,0,76
SHUL_FONB_JSU2,1,4,0.038461538461538464,1,25
SHUL_FONB_JSU2,1,5,0.0,0,51
SHUL_FONB_JSU2,1,6,0.0,0,34
SHUL_FONB_JSU2,1,7,0.0,0,55
SHUL_FONB_JSU2,1,8,0.0,0,25
SHUL_FONB_JSU2,1,9,0.0,0,58
SHUL_FONB_JSU2,2,4,0.038461538461538464,1,25
SHUL_FONB_JSU2,2,5,0.0,0,23
SHUL_FONB_JSU2,2,6,0.0,0,51
SHUL_FONB_JSU2,2,7,0.0,0,32
SHUL_FONB_JSU2,2,8,0.0,0,17
SHUL_FONB_JSU2,2,9,0.0,0,38
SHUL_FONB_JSU2,3,4,0.0,0,38
SHUL_FONB_JSU2,3,5,0.0,0,42
SHUL_FONB_JSU2,3,6,0.0,0,24
SHUL_FONB_JSU2,3,7,0.0,0,56
SHUL_FONB_JSU2,3,8,0.0,0,39
SHUL_FONB_JSU2,3,9,0.0,0,14
SHUL_FONB_JSU2,4,4,0.0,0,31
SHUL_FONB_JSU2,4,5,0.0,0,20
SHUL_FONB_JSU2,4,6,0.0,0,31
SHUL_FONB_JSU2,4,7,0.0,0,31
SHUL_FONB_JSU2,4,8,0.0,0,20
SHUL_FONB_JSU2,4,9,0.0,0,27
SHUL_FONB_KNKO,0,4,0.0625,3,45
SHUL_FONB_KNKO,0,5,0.0,0,51
SHUL_FONB_KNKO,0,6,0.0,0,37
SHUL_FONB_KNKO,0,7,0.0,0,69
SHUL_FONB_KNKO,0,8,0.0,0,64
SHUL_FONB_KNKO,0,9,0.0,0,91
SHUL_FONB_KNKO,1,4,0.031746031746031744,2,61
SHUL_FONB_KNKO,1,5,0.0,0,98
SHUL_FONB_KNKO,1,6,0.013513513513513514,1,73
SHUL_FONB_KNKO,1,7,0.0,0,80
SHUL_FONB_KNKO,1,8,0.0,0,36
SHUL_FONB_KNKO,1,9,0.0,0,91
SHUL_FONB_KNKO,2,4,0.02040816326530612,1,48
SHUL_FONB_KNKO,2,5,0.0,0,29
SHUL_FONB_KNKO,2,6,0.0,0,65
SHUL_FONB_KNKO,2,7,0.0,0,58
SHUL_FONB_KNKO,2,8,0.0,0,42
SHUL_FONB_KNKO,2,9,0.0,0,60
SHUL_FONB_KNKO,3,4,0.02631578947368421,2,74
SHUL_FONB_KNKO,3,5,0.0,0,59
SHUL_FONB_KNKO,3,6,0.0,0,37
SHUL_FONB_KNKO,3,7,0.0,0,75
SHUL_FONB_KNKO,3,8,0.0,0,44
SHUL_FONB_KNKO,3,9,0.0,0,17
SHUL_FONB_KNKO,4,4,0.0,0,69
SHUL_FONB_KNKO,4,5,0.0,0,41
SHUL_FONB_KNKO,4,6,0.0,0,47
SHUL_FONB_KNKO,4,7,0.0,0,50
SHUL_FONB_KNKO,4,8,0.0,0,49
SHUL_FONB_KNKO,4,9,0.0,0,41
SHUL_FONB_NDHU,0,4,0.16666666666666666,3,15
SHUL_FONB_NDHU,0,5,0.0,0,14
SHUL_FONB_NDHU,0,6,0.0,0,13
SHUL_FONB_NDHU,0,7,0.0,0,38
SHUL_FONB_NDHU,0,8,0.0,0,35
SHUL_FONB_NDHU,0,9,0.0,0,55
SHUL_FONB_NDHU,1,4,0.034482758620689655,1,28
SHUL_FONB_NDHU,1,5,0.0,0,37
SHUL_FONB_NDHU,1,6,0.0,0,16
SHUL_FONB_NDHU,1,7,0.0,0,38
SHUL_FONB_NDHU,1,8,0.0,0,22
SHUL_FONB_NDHU,1,9,0.0,0,58
SHUL_FONB_NDHU,2,4,0.043478260869565216,1,22
SHUL_FONB_NDHU,2,5,0.0,0,16
SHUL_FONB_NDHU,2,6,0.0,0,43
SHUL_FONB_NDHU,2,7,0.0,0,24
SHUL_FONB_NDHU,2,8,0.0,0,18
SHUL_FONB_NDHU,2,9,0.0,0,33
SHUL_FONB_NDHU,3,4,0.0,0,29
SHUL_FONB_NDHU,3,5,0.0,0,31
SHUL_FONB_NDHU,3,6,0.0,0,20
SHUL_FONB_NDHU,3,7,0.0,0,50
SHUL_FONB_NDHU,3,8,0.0,0,35
SHUL_FONB_NDHU,3,9,0.0,0,15
SHUL_FONB_NDHU,4,4,0.0,0,22
SHUL_FONB_NDHU,4,5,0.0,0,14
SHUL_FONB_NDHU,4,6,0.0,0,19
SHUL_FONB_NDHU,4,7,0.0,0,26
SHUL_FONB_NDHU,4,8,0.0,0,12
SHUL_FONB_NDHU,4,9,0.0,0,16
SHUL_FONB_SCHN,0,4,0.125,3,21
SHUL_FONB_SCHN,0,5,0.0,0,44
SHUL_FONB_SCHN,0,6,0.0,0,21
SHUL_FONB_SCHN,0,7,0.0,0,46
SHUL_FONB_SCHN,0,8,0.0,0,45
SHUL_FONB_SCHN,0,9,0.0,0,63
SHUL_FONB_SCHN,1,4,0.0,0,33
SHUL_FONB_SCHN,1,5,0.0,0,54
SHUL_FONB_SCHN,1,6,0.0,0,35
SHUL_FONB_SCHN,1,7,0.0,0,38
SHUL_FONB_SCHN,1,8,0.0,0,36
SHUL_FONB_SCHN,1,9,0.0,0,62
SHUL_FONB_SCHN,2,4,0.03225806451612903,1,30
SHUL_FONB_SCHN,2,5,0.0,0,30
SHUL_FONB_SCHN,2,6,0.0,0,49
SHUL_FONB_SCHN,2,7,0.0,0,31
SHUL_FONB_SCHN,2,8,0.0,0,28
SHUL_FONB_SCHN,2,9,0.0,0,39
SHUL_FONB_SCHN,3,4,0.0,0,48
SHUL_FONB_SCHN,3,5,0.0,0,33
SHUL_FONB_SCHN,3,6,0.0,0,29
SHUL_FONB_SCHN,3,7,0.0,0,51
SHUL_FONB_SCHN,3,8,0.0,0,35
SHUL_FONB_SCHN,3,9,0.0,0,11
SHUL_FONB_SCHN,4,4,0.0,0,34
SHUL_FONB_SCHN,4,5,0.0,0,20
SHUL_FONB_SCHN,4,6,0.0,0,30
SHUL_FONB_SCHN,4,7,0.0,0,40
SHUL_FONB_SCHN,4,8,0.0,0,25
SHUL_FONB_SCHN,4,9,0.0,0,29
SHUL_FONB_SICH,0,4,0.13043478260869565,3,20
SHUL_FONB_SICH,0,5,0.0,0,19
SHUL_FONB_SICH,0,6,0.0,0,7
SHUL_FONB_SICH,0,7,0.0,0,37
SHUL_FONB_SICH,0,8,0.0,0,33
SHUL_FONB_SICH,0,9,0.0,0,53
SHUL_FONB_SICH,1,4,0.0,0,21
SHUL_FONB_SICH,1,5,0.0,0,32
SHUL_FONB_SICH,1,6,0.0,0,24
SHUL_FONB_SICH,1,7,0.0,0,36
SHUL_FONB_SICH,1,8,0.0,0,22
SHUL_FONB_SICH,1,9,0.0,0,46
SHUL_FONB_SICH,2,4,0.05263157894736842,1,18
SHUL_FONB_SICH,2,5,0.0,0,24
SHUL_FONB_SICH,2,6,0.0,0,39
SHUL_FONB_SICH,2,7,0.0,0,22
SHUL_FONB_SICH,2,8,0.0,0,13
SHUL_FONB_SICH,2,9,0.0,0,32
SHUL_FONB_SICH,3,4,0.0,0,33
SHUL_FONB_SICH,3,5,0.0,0,25
SHUL_FONB_SICH,3,6,0.0,0,25
SHUL_FONB_SICH,3,7,0.0,0,45
SHUL_FONB_SICH,3,8,0.0,0,22
SHUL_FONB_SICH,3,9,0.0,0,15
SHUL_FONB_SICH,4,4,0.0,0,22
SHUL_FONB_SICH,4,5,0.0,0,10
SHUL_FONB_SICH,4,6,0.0,0,17
SHUL_FONB_SICH,4,7,0.0,0,34
SHUL_FONB_SICH,4,8,0.0,0,13
SHUL_FONB_SICH,4,9,0.0,0,25
SHUL_FONB_SLIN,0,4,0.12,3,22
SHUL_FONB_SLIN,0,5,0.0,0,23
SHUL_FONB_SLIN,0,6,0.0,0,19
SHUL_FONB_SLIN,0,7,0.0,0,37
SHUL_FONB_SLIN,0,8,0.0,0,34
SHUL_FONB_SLIN,0,9,0.0,0,59
SHUL_FONB_SLIN,1,4,0.03333333333333333,1,29
SHUL_FONB_SLIN,1,5,0.0,0,33
SHUL_FONB_SLIN,1,6,0.0,0,21
SHUL_FONB_SLIN,1,7,0.0,0,38
SHUL_FONB_SLIN,1,8,0.0,0,18
SHUL_FONB_SLIN,1,9,0.0,0,56
SHUL_FONB_SLIN,2,4,0.041666666666666664,1,23
SHUL_FONB_SLIN,2,5,0.0,0,16
SHUL_FONB_SLIN,2,6,0.0,0,37
SHUL_FONB_SLIN,2,7,0.0,0,21
SHUL_FONB_SLIN,2,8,0.0,0,18
SHUL_FONB_SLIN,2,9,0.0,0,34
SHUL_FONB_SLIN,3,4,0.0,0,27
SHUL_FONB_SLIN,3,5,0.0,0,25
SHUL_FONB_SLIN,3,6,0.0,0,22
SHUL_FONB_SLIN,3,7,0.0,0,53
SHUL_FONB_SLIN,3,8,0.0,0,27
SHUL_FONB_SLIN,3,9,0.0,0,16
SHUL_FONB_SLIN,4,4,0.0,0,22
SHUL_FONB_SLIN,4,5,0.0,0,7
SHUL_FONB_SLIN,4,6,0.0,0,17
SHUL_FONB_SLIN,4,7,0.0,0,31
SHUL_FONB_SLIN,4,8,0.0,0,11
SHUL_FONB_SLIN,4,9,0.0,0,21
SHUL_FONB_SOFN,0,4,0.10344827586206896,3,26
SHUL_FONB_SOFN,0,5,0.0,0,29
SHUL_FONB_SOFN,0,6,0.0,0,14
SHUL_FONB_SOFN,0,7,0.0,0,39
SHUL_FONB_SOFN,0,8,0.0,0,41
SHUL_FONB_SOFN,0,9,0.0,0,65
SHUL_FONB_SOFN,1,4,0.0,0,24
SHUL_FONB_SOFN,1,5,0.0,0,44
SHUL_FONB_SOFN,1,6,0.0,0,26
SHUL_FONB_SOFN,1,7,0.0,0,45
SHUL_FONB_SOFN,1,8,0.0,0,22
SHUL_FONB_SOFN,1,9,0.0,0,52
SHUL_FONB_SOFN,2,4,0.043478260869565216,1,22
SHUL_FONB_SOFN,2,5,0.0,0,24
SHUL_FONB_SOFN,2,6,0.0,0,44
SHUL_FONB_SOFN,2,7,0.0,0,27
SHUL_FONB_SOFN,2,8,0.0,0,17
SHUL_FONB_SOFN,2,9,0.0,0,35
SHUL_FONB_SOFN,3,4,0.023809523809523808,1,41
SHUL_FONB_SOFN,3,5,0.0,0,28
SHUL_FONB_SOFN,3,6,0.0,0,24
SHUL_FONB_SOFN,3,7,0.0,0,51
SHUL_FONB_SOFN,3,8,0.0,0,22
SHUL_FONB_SOFN,3,9,0.0,0,11
SHUL_FONB_SOFN,4,4,0.0,0,28
SHUL_FONB_SOFN,4,5,0.0,0,16
SHUL_FONB_SOFN,4,6,0.0,0,21
SHUL_FONB_SOFN,4,7,0.0,0,27
SHUL_FONB_SOFN,4,8,0.0,0,16
SHUL_FONB_SOFN,4,9,0.0,0,21
SHUL_FONB_TUNM,0,4,0.15789473684210525,3,16
SHUL_FONB_TUNM,0,5,0.0,0,20
SHUL_FONB_TUNM,0,6,0.0,0,12
SHUL_FONB_TUNM,0,7,0.0,0,33
SHUL_FONB_TUNM,0,8,0.0,0,35
SHUL_FONB_TUNM,0,9,0.0,0,63
SHUL_FONB_TUNM,1,4,0.037037037037037035,1,26
SHUL_FONB_TUNM,1,5,0.0,0,36
SHUL_FONB_TUNM,1,6,0.0,0,17
SHUL_FONB_TUNM,1,7,0.0,0,37
SHUL_FONB_TUNM,1,8,0.0,0,17
SHUL_FONB_TUNM,1,9,0.0,0,58
SHUL_FONB_TUNM,2,4,0.04,1,24
SHUL_FONB_TUNM,2,5,0.0,0,17
SHUL_FONB_TUNM,2,6,0.0,0,42
SHUL_FONB_TUNM,2,7,0.0,0,23
SHUL_FONB_TUNM,2,8,0.0,0,16
SHUL_FONB_TUNM,2,9,0.0,0,31
SHUL_FONB_TUNM,3,4,0.0,0,29
SHUL_FONB_TUNM,3,5,0.0,0,30
SHUL_FONB_TUNM,3,6,0.0,0,14
SHUL_FONB_TUNM,3,7,0.0,0,49
SHUL_FONB_TUNM,3,8,0.0,0,31
SHUL_FONB_TUNM,3,9,0.0,0,15
SHUL_FONB_TUNM,4,4,0.0,0,20
SHUL_FONB_TUNM,4,5,0.0,0,10
SHUL_FONB_TUNM,4,6,0.0,0,11
SHUL_FONB_TUNM,4,7,0.0,0,27
SHUL_FONB_TUNM,4,8,0.0,0,13
SHUL_FONB_TUNM,4,9,0.0,0,21
SHUL_FONB_WARO,0,4,0.15,3,17
SHUL_FONB_WARO,0,5,0.0,0,20
SHUL_FONB_WARO,0,6,0.0,0,10
SHUL_FONB_WARO,0,7,0.0,0,38
SHUL_FONB_WARO,0,8,0.0,0,31
SHUL_FONB_WARO,0,9,0.0,0,53
SHUL_FONB_WARO,1,4,0.038461538461538464,1,25
SHUL_FONB_WARO,1,5,0.0,0,37
SHUL_FONB_WARO,1,6,0.0,0,20
SHUL_FONB_WARO,1,7,0.0,0,33
SHUL_FONB_WARO,1,8,0.0,0,20
SHUL_FONB_WARO,1,9,0.0,0,50
SHUL_FONB_WARO,2,4,0.045454545454545456,1,21
SHUL_FONB_WARO,2,5,0.0,0,15
SHUL_FONB_WARO,2,6,0.0,0,46
SHUL_FONB_WARO,2,7,0.0,0,21
SHUL_FONB_WARO,2,8,0.0,0,14
SHUL_FONB_WARO,2,9,0.0,0,33
SHUL_FONB_WARO,3,4,0.0,0,26
SHUL_FONB_WARO,3,5,0.0,0,30
SHUL_FONB_WARO,3,6,0.0,0,22
SHUL_FONB_WARO,3,7,0.0,0,46
SHUL_FONB_WARO,3,8,0.0,0,25
SHUL_FONB_WARO,3,9,0.0,0,13
SHUL_FONB_WARO,4,4,0.0,0,23
SHUL_FONB_WARO,4,5,0.0,0,13
SHUL_FONB_WARO,4,6,0.0,0,17
SHUL_FONB_WARO,4,7,0.0,0,24
SHUL_FONB_WARO,4,8,0.0,0,14
SHUL_FONB_WARO,4,9,0.0,0,19
SHUL_FONB_YENL,0,4,0.09523809523809523,2,19
SHUL_FONB_YENL,0,5,0.0,0,23
SHUL_FONB_YENL,0,6,0.0,0,17
SHUL_FONB_YENL,0,7,0.0,0,41
SHUL_FONB_YENL,0,8,0.0,0,36
SHUL_FONB_YENL,0,9,0.0,0,60
SHUL_FONB_YENL,1,4,0.0,0,22
SHUL_FONB_YENL,1,5,0.0,0,38
SHUL_FONB_YENL,1,6,0.0,0,24
SHUL_FONB_YENL,1,7,0.0,0,47
SHUL_FONB_YENL,1,8,0.0,0,22
SHUL_FONB_YENL,1,9,0.0,0,43
SHUL_FONB_YENL,2,4,0.058823529411764705,1,16
SHUL_FONB_YENL,2,5,0.0,0,24
SHUL_FONB_YENL,2,6,0.0,0,44
SHUL_FONB_YENL,2,7,0.0,0,29
SHUL_FONB_YENL,2,8,0.0,0,14
SHUL_FONB_YENL,2,9,0.0,0,36
SHUL_FONB_YENL,3,4,0.0,0,36
SHUL_FONB_YENL,3,5,0.0,0,23
SHUL_FONB_YENL,3,6,0.0,0,27
SHUL_FONB_YENL,3,7,0.0,0,52
SHUL_FONB_YENL,3,8,0.0,0,26
SHUL_FONB_YENL,3,9,0.0,0,9
SHUL_FONB_YENL,4,4,0.0,0,17
SHUL_FONB_YENL,4,5,0.0,0,12
SHUL_FONB_YENL,4,6,0.0,0,19
SHUL_FONB_YENL,4,7,0.0,0,35
SHUL_FONB_YENL,4,8,0.0,0,12
SHUL_FONB_YENL,4,9,0.0,0,23
SHUL_HUAL,0,4,0.0,0,49
SHUL_HUAL,0,5,0.0,0,50
SHUL_HUAL,0,6,0.0,0,8
SHUL_HUAL,0,7,0.0,0,32
SHUL_HUAL,0,8,0.0,0,50
SHUL_HUAL,0,9,0.0,0,36
SHUL_HUAL,1,4,0.04,2,48
SHUL_HUAL,1,5,0.0,0,29
SHUL_HUAL,1,6,0.0,0,66
SHUL_HUAL,1,7,0.0,0,22
SHUL_HUAL,1,8,0.0,0,29
SHUL_HUAL,1,9,0.0,0,45
SHUL_HUAL,2,4,0.01818181818181818,1,54
SHUL_HUAL,2,5,0.0,0,36
SHUL_HUAL,2,6,0.0,0,48
SHUL_HUAL,2,7,0.0,0,69
SHUL_HUAL,2,8,0.0,0,33
SHUL_HUAL,2,9,0.0,0,42
SHUL_HUAL,3,4,0.01694915254237288,1,58
SHUL_HUAL,3,5,0.0,0,23
SHUL_HUAL,3,6,0.0,0,33
SHUL_HUAL,3,7,0.0,0,38
SHUL_HUAL,3,8,0.0,0,28
SHUL_HUAL,3,9,0.0,0,38
SHUL_HUAL,4,4,0.0,0,79
SHUL_HUAL,4,5,0.0,0,30
SHUL_HUAL,4,6,0.0,0,33
SHUL_HUAL,4,7,0.0,0,39
SHUL_HUAL,4,8,0.0,0,36
SHUL_HUAL,4,9,0.0,0,57
SHUL_HUAL_JPEI,0,4,0.0,0,56
SHUL_HUAL_JPEI,0,5,0.0,0,58
SHUL_HUAL_JPEI,0,6,0.0,0,43
SHUL_HUAL_JPEI,0,7,0.0,0,71
SHUL_HUAL_JPEI,0,8,0.0,0,97
SHUL_HUAL_JPEI,0,9,0.0,0,37
SHUL_HUAL_JPEI,1,4,0.017543859649122806,1,56
SHUL_HUAL_JPEI,1,5,0.0,0,69
SHUL_HUAL_JPEI,1,6,0.0,0,71
SHUL_HUAL_JPEI,1,7,0.0,0,51
SHUL_HUAL_JPEI,1,8,0.0,0,24
SHUL_HUAL_JPEI,1,9,0.0,0,66
SHUL_HUAL_JPEI,2,4,0.0,0,25
SHUL_HUAL_JPEI,2,5,0.0,0,18
SHUL_HUAL_JPEI,2,6,0.0,0,72
SHUL_HUAL_JPEI,2,7,0.0,0,63
SHUL_HUAL_JPEI,2,8,0.0,0,56
SHUL_HUAL_JPEI,2,9,0.0,0,39
SHUL_HUAL_JPEI,3,4,0.0,0,67
SHUL_HUAL_JPEI,3,5,0.0,0,57
SHUL_HUAL_JPEI,3,6,0.0,0,57
SHUL_HUAL_JPEI,3,7,0.0,0,33
SHUL_HUAL_JPEI,3,8,0.0,0,48
SHUL_HUAL_JPEI,3,9,0.0,0,14
SHUL_HUAL_JPEI,4,4,0.0,0,86
SHUL_HUAL_JPEI,4,5,0.0,0,34
SHUL_HUAL_JPEI,4,6,0.0,0,38
SHUL_HUAL_JPEI,4,7,0.0,0,78
SHUL_HUAL_JPEI,4,8,0.0,0,56
SHUL_HUAL_JPEI,4,9,0.0,0,23
SHUL_HUAL_JSU2,0,4,0.0,0,26
SHUL_HUAL_JSU2,0,5,0.0,0,20
SHUL_HUAL_JSU2,0,6,0.0,0,24
SHUL_HUAL_JSU2,0,7,0.0,0,69
SHUL_HUAL_JSU2,0,8,0.0,0,53
SHUL_HUAL_JSU2,0,9,0.0,0,18
SHUL_HUAL_JSU2,1,4,0.023255813953488372,1,42
SHUL_HUAL_JSU2,1,5,0.0,0,48
SHUL_HUAL_JSU2,1,6,0.0,0,45
SHUL_HUAL_JSU2,1,7,0.0,0,28
SHUL_HUAL_JSU2,1,8,0.0,0,22
SHUL_HUAL_JSU2,1,9,0.0,0,50
SHUL_HUAL_JSU2,2,4,0.0,0,21
SHUL_HUAL_JSU2,2,5,0.0,0,25
SHUL_HUAL_JSU2,2,6,0.0,0,54
SHUL_HUAL_JSU2,2,7,0.0,0,52
SHUL_HUAL_JSU2,2,8,0.0,0,50
SHUL_HUAL_JSU2,2,9,0.0,0,40
SHUL_HUAL_JSU2,3,4,0.0,0,19
SHUL_HUAL_JSU2,3,5,0.0,0,59
SHUL_HUAL_JSU2,3,6,0.0,0,46
SHUL_HUAL_JSU2,3,7,0.0,0,12
SHUL_HUAL_JSU2,3,8,0.0,0,31
SHUL_HUAL_JSU2,3,9,0.0,0,9
SHUL_HUAL_JSU2,4,4,0.0,0,59
SHUL_HUAL_JSU2,4,5,0.0,0,20
SHUL_HUAL_JSU2,4,6,0.0,0,19
SHUL_HUAL_JSU2,4,7,0.0,0,51
SHUL_HUAL_JSU2,4,8,0.0,0,38
SHUL_HUAL_JSU2,4,9,0.0,0,14
SHUL_HUAL_KNKO,0,4,0.037037037037037035,2,52
SHUL_HUAL_KNKO,0,5,0.0,0,38
SHUL_HUAL_KNKO,0,6,0.0,0,49
SHUL_HUAL_KNKO,0,7,0.0,0,98
SHUL_HUAL_KNKO,0,8,0.0,0,79
SHUL_HUAL_KNKO,0,9,0.0,0,51
SHUL_HUAL_KNKO,1,4,0.0379746835443038,3,76
SHUL_HUAL_KNKO,1,5,0.0,0,94
SHUL_HUAL_KNKO,1,6,0.0,0,78
SHUL_HUAL_KNKO,1,7,0.0,0,56
SHUL_HUAL_KNKO,1,8,0.0,0,44
SHUL_HUAL_KNKO,1,9,0.0,0,69
SHUL_HUAL_KNKO,2,4,0.0,0,36
SHUL_HUAL_KNKO,2,5,0.0,0,46
SHUL_HUAL_KNKO,2,6,0.0,0,84
SHUL_HUAL_KNKO,2,7,0.0,0,91
SHUL_HUAL_KNKO,2,8,0.0,0,62
